0
8297 0 15000
11114 0 15000
12171 0 15000
879 0 15001
6109 0 15001
1928 0 15002
12398 0 15002
11992 0 15003
7789 0 15003
8618 0 15003
12725 0 15004
11423 0 15004
10113 0 15004
3414 0 15004
4639 0 15005
6891 0 15005
11160 0 15005
6706 0 15005
1815 0 15006
4485 0 15006
314 0 15006
9337 0 15007
12109 0 15007
4060 0 15007
7682 0 15008
4661 0 15008
5910 0 15009
3544 0 15009
3544 0 15009
3634 0 15009
824 0 15010
14848 0 15010
8752 0 15010
5978 0 15011
5586 0 15011
3564 0 15012
3224 0 15012
12385 0 15013
3160 0 15013
6244 0 15014
149 0 15014
14288 0 15015
232 0 15015
9997 0 15015
8561 0 15016
6181 0 15017
12404 0 15017
13809 0 15017
9315 0 15017
3057 0 15017
3600 0 15018
6252 0 15018
4485 0 15018
8450 0 15019
11021 0 15019
13475 0 15019
8722 0 15020
8718 0 15020
174 0 15021
3016 0 15021
1785 0 15021
13604 0 15022
8417 0 15022
2693 0 15023
11714 0 15023
160 0 15024
5468 0 15024
14337 0 15025
3951 0 15025
9547 0 15025
2075 0 15026
10280 0 15026
2522 0 15027
7734 0 15027
7046 0 15028
311 0 15028
1699 0 15029
10663 0 15029
1309 0 15029
11600 0 15030
9588 0 15030
6954 0 15030
3123 0 15031
5874 0 15031
7045 0 15031
6898 0 15032
990 0 15033
7771 0 15033
9013 0 15033
6292 0 15033
2454 0 15034
1061 0 15034
13379 0 15034
11251 0 15034
11885 0 15035
10339 0 15035
8087 0 15036
11128 0 15036
12551 0 15037
13817 0 15038
8239 0 15038
4903 0 15039
12772 0 15039
4479 0 15039
12673 0 15040
9491 0 15041
9250 0 15041
4782 0 15041
5533 0 15042
10024 0 15042
11979 0 15043
1123 0 15043
14347 0 15043
5710 0 15044
14010 0 15044
7949 0 15044
3393 0 15045
881 0 15046
4045 0 15046
10498 0 15046
5113 0 15047
10823 0 15047
8741 0 15047
517 0 15048
14161 0 15048
4456 0 15048
12588 0 15048
6157 0 15049
12168 0 15049
2920 0 15050
3026 0 15050
11623 0 15050
12341 0 15051
6241 0 15051
12581 0 15051
12377 0 15051
10446 0 15052
12897 0 15052
1307 0 15053
3843 0 15053
4413 0 15053
11217 0 15053
9610 0 15054
10089 0 15054
842 0 15055
3286 0 15055
5983 0 15056
13155 0 15056
7501 0 15056
13428 0 15057
12562 0 15057
9624 0 15058
11791 0 15058
14554 0 15058
11276 0 15059
6998 0 15059
7168 0 15059
8888 0 15060
96 0 15060
3908 0 15061
336 0 15061
14640 0 15061
8456 0 15062
14874 0 15062
9387 0 15062
4689 0 15064
4680 0 15065
10037 0 15065
4751 0 15066
11091 0 15066
2766 0 15066
6414 0 15067
11368 0 15067
7878 0 15067
7433 0 15068
11560 0 15068
3632 0 15068
435 0 15069
5433 0 15069
4390 0 15069
7444 0 15070
10144 0 15070
4381 0 15070
6776 0 15071
14935 0 15072
9743 0 15072
12725 0 15072
5468 0 15072
4641 0 15073
8079 0 15073
14260 0 15073
8946 0 15074
1130 0 15075
14193 0 15075
10346 0 15075
1366 0 15075
7122 0 15076
3776 0 15076
12014 0 15076
7891 0 15077
14562 0 15077
14699 0 15077
4001 0 15078
6556 0 15078
14317 0 15078
12857 0 15079
13758 0 15080
11063 0 15081
8236 0 15081
639 0 15082
1188 0 15082
4438 0 15082
7760 0 15083
12215 0 15083
13701 0 15083
8514 0 15084
6268 0 15085
12309 0 15085
10070 0 15086
4042 0 15087
12583 0 15087
13565 0 15087
12862 0 15087
10145 0 15088
7298 0 15088
11770 0 15089
8538 0 15089
12905 0 15090
1744 0 15090
10285 0 15091
13821 0 15091
10480 0 15091
11669 0 15092
9636 0 15092
9655 0 15093
12460 0 15093
12872 0 15094
3040 0 15095
2272 0 15095
7153 0 15095
2847 0 15096
9025 0 15097
7826 0 15097
11729 0 15098
10326 0 15099
3315 0 15099
13643 0 15099
7617 0 15100
5647 0 15100
8428 0 15101
6286 0 15101
13585 0 15101
14964 0 15102
14094 0 15102
6879 0 15102
8885 0 15103
