0
8741 0 15000
8568 0 15000
14510 0 15000
14761 0 15001
14320 0 15001
8244 0 15001
5871 0 15001
14834 0 15001
3689 0 15002
2331 0 15002
1894 0 15002
8441 0 15003
11218 0 15004
6619 0 15004
7481 0 15005
7394 0 15005
13723 0 15005
4522 0 15005
8025 0 15006
14777 0 15007
6895 0 15007
2056 0 15007
11992 0 15008
7612 0 15008
13399 0 15008
12095 0 15009
3393 0 15010
14510 0 15010
8266 0 15010
5509 0 15010
478 0 15011
2886 0 15012
6016 0 15012
5264 0 15012
12855 0 15013
11218 0 15013
1472 0 15014
11149 0 15014
2760 0 15014
4015 0 15015
488 0 15015
10078 0 15015
14510 0 15016
66 0 15016
12637 0 15017
7612 0 15017
12503 0 15017
786 0 15017
6463 0 15018
709 0 15018
7716 0 15018
7978 0 15019
10449 0 15019
709 0 15019
8371 0 15020
9575 0 15020
7612 0 15021
700 0 15021
11028 0 15021
14105 0 15022
5264 0 15022
14602 0 15022
5414 0 15022
1820 0 15023
4137 0 15024
6007 0 15024
6586 0 15025
7971 0 15025
4727 0 15025
12579 0 15025
12579 0 15026
14510 0 15027
374 0 15027
6141 0 15027
8741 0 15027
3007 0 15028
10078 0 15029
6247 0 15029
9985 0 15029
5259 0 15030
1718 0 15030
14834 0 15030
1094 0 15031
11887 0 15031
6414 0 15031
12379 0 15032
1981 0 15032
13622 0 15033
8741 0 15033
9577 0 15034
12452 0 15035
9330 0 15035
1981 0 15035
14761 0 15035
10138 0 15036
1196 0 15037
11149 0 15037
3170 0 15038
1666 0 15039
6204 0 15039
13395 0 15039
5264 0 15039
8741 0 15040
12521 0 15040
10078 0 15040
14761 0 15041
6007 0 15041
3559 0 15041
6895 0 15041
8600 0 15042
5711 0 15042
1981 0 15043
13869 0 15043
709 0 15043
5264 0 15044
10792 0 15045
4963 0 15045
13041 0 15046
8741 0 15046
11946 0 15046
14510 0 15048
4251 0 15048
8741 0 15048
7757 0 15049
10367 0 15049
12579 0 15050
9524 0 15050
14105 0 15051
12452 0 15051
4524 0 15052
8039 0 15052
6463 0 15053
4978 0 15054
5860 0 15054
14834 0 15054
8741 0 15055
11908 0 15055
12097 0 15055
2116 0 15056
5259 0 15056
3388 0 15057
11149 0 15057
7586 0 15057
3388 0 15058
7400 0 15059
5259 0 15059
788 0 15060
2654 0 15060
5442 0 15060
13254 0 15061
6262 0 15061
4727 0 15061
14510 0 15062
2386 0 15062
4965 0 15062
6007 0 15063
10686 0 15064
9155 0 15064
1718 0 15064
12863 0 15064
10851 0 15065
11028 0 15065
14834 0 15066
12579 0 15066
1718 0 15066
13460 0 15066
1981 0 15067
14602 0 15067
9200 0 15067
1402 0 15068
709 0 15069
3394 0 15069
1718 0 15069
5060 0 15070
13427 0 15070
10019 0 15070
1981 0 15070
4644 0 15071
3380 0 15071
6895 0 15071
473 0 15072
10307 0 15072
7720 0 15072
700 0 15073
10686 0 15073
5264 0 15074
10078 0 15074
1747 0 15074
8441 0 15075
6895 0 15075
374 0 15076
5264 0 15076
12452 0 15077
7183 0 15077
5810 0 15077
8083 0 15078
12503 0 15078
10611 0 15078
12503 0 15079
1071 0 15079
709 0 15079
7612 0 15079
7370 0 15080
3388 0 15081
5264 0 15081
10078 0 15081
6890 0 15081
14834 0 15082
5533 0 15082
11458 0 15083
709 0 15083
1681 0 15083
13920 0 15083
6895 0 15083
12989 0 15084
7612 0 15084
12310 0 15085
8741 0 15085
4232 0 15086
13460 0 15087
7120 0 15088
237 0 15088
12375 0 15088
3270 0 15089
10078 0 15089
2418 0 15089
1718 0 15090
111 0 15090
13460 0 15090
7758 0 15091
14578 0 15092
4023 0 15092
2296 0 15092
4442 0 15093
7012 0 15093
7757 0 15093
709 0 15094
9111 0 15095
11218 0 15095
13041 0 15095
10499 0 15096
4480 0 15096
709 0 15096
4902 0 15097
6241 0 15097
7612 0 15098
6391 0 15099
14834 0 15099
8083 0 15099
4037 0 15099
14038 0 15100
6328 0 15100
12810 0 15100
4464 0 15101
9111 0 15101
12452 0 15101
12579 0 15101
1325 0 15101
5014 0 15102
813 0 15102
2577 0 15102
10792 0 15102
6007 0 15103
13753 0 15103
10686 0 15104
5628 0 15104
10078 0 15105
14105 0 15105
10078 0 15105
14602 0 15106
2326 0 15106
12503 0 15106
6311 0 15107
10738 0 15107
1981 0 15108
14602 0 15108
7303 0 15108
8741 0 15108
3324 0 15109
6895 0 15110
6007 0 15110
12162 0 15110
8741 0 15110
13140 0 15111
13723 0 15111
1409 0 15111
7716 0 15112
14234 0 15112
7706 0 15113
8883 0 15113
3927 0 15114
2878 0 15115
14343 0 15115
6895 0 15115
2757 0 15115
8601 0 15116
12503 0 15116
8824 0 15117
8741 0 15118
6895 0 15118
1440 0 15119
2752 0 15119
1894 0 15119
12651 0 15120
1121 0 15120
12579 0 15121
9740 0 15121
14510 0 15121
13383 0 15121
13330 0 15122
8741 0 15122
11205 0 15122
8083 0 15122
14542 0 15124
3689 0 15124
8741 0 15124
14834 0 15125
709 0 15125
5649 0 15125
7330 0 15126
12452 0 15126
8083 0 15126
11758 0 15126
7953 0 15127
5810 0 15127
14602 0 15127
6007 0 15128
709 0 15128
9933 0 15129
1736 0 15129
3689 0 15130
14834 0 15130
9778 0 15131
12989 0 15131
14602 0 15132
3394 0 15133
8538 0 15133
4143 0 15134
5264 0 15134
7386 0 15135
5264 0 15135
14006 0 15135
14006 0 15136
8024 0 15136
3689 0 15137
7758 0 15137
1485 0 15138
4137 0 15138
4023 0 15138
2977 0 15139
14902 0 15139
12579 0 15140
4137 0 15141
7961 0 15141
9741 0 15141
5339 0 15142
6084 0 15142
709 0 15142
1766 0 15143
3870 0 15143
8741 0 15143
14602 0 15144
11760 0 15145
6506 0 15145
4727 0 15145
9111 0 15146
3746 0 15147
2119 0 15147
8244 0 15147
334 0 15148
13030 0 15148
2189 0 15148
6007 0 15148
255 0 15148
9111 0 15148
3097 0 15149
12020 0 15149
11805 0 15150
2056 0 15150
1718 0 15151
13038 0 15151
12488 0 15151
10550 0 15152
9334 0 15152
14500 0 15153
4037 0 15153
3436 0 15154
8139 0 15155
3614 0 15155
7455 0 15155
2910 0 15156
10276 0 15156
14902 0 15156
1981 0 15157
6895 0 15157
5917 0 15158
12452 0 15158
3099 0 15159
3037 0 15159
2815 0 15159
8741 0 15159
3689 0 15160
